lib_id,bioclim_var1,bioclim_var2,bioclim_var3,bioclim_var4,bioclim_var5,bioclim_var6,bioclim_var7,bioclim_var8,bioclim_var9,bioclim_var10,bioclim_var11,bioclim_var12,bioclim_var13,bioclim_var14,bioclim_var15,bioclim_var16,bioclim_var17,bioclim_var18,bioclim_var19
20MMDBM3308,15.266666412353516,21.700000762939453,7.550000190734863,1549,302,9,88.69908905029297,864,37,864,56,12.566666603088379,45.203834533691406,585.5701904296875,27.600000381469727,-0.20000000298023224,27.80000114440918,21.700000762939453,8.916666984558105
20MMDSR3305,15.266666412353516,21.700000762939453,7.550000190734863,1549,302,9,88.69908905029297,864,37,864,56,12.566666603088379,45.203834533691406,585.5701904296875,27.600000381469727,-0.20000000298023224,27.80000114440918,21.700000762939453,8.916666984558105
20MMDSR3306,15.266666412353516,21.700000762939453,7.550000190734863,1549,302,9,88.69908905029297,864,37,864,56,12.566666603088379,45.203834533691406,585.5701904296875,27.600000381469727,-0.20000000298023224,27.80000114440918,21.700000762939453,8.916666984558105
20MMRAW3310,16.829166412353516,23.25,9,1729,345,11,88.71161651611328,966,44,966,67,12.558333396911621,44.69157791137695,588.9376220703125,29.200000762939453,1.100000023841858,28.100000381469727,23.25,10.366666793823242
20MMRAW3311,16.829166412353516,23.25,9,1729,345,11,88.71161651611328,966,44,966,67,12.558333396911621,44.69157791137695,588.9376220703125,29.200000762939453,1.100000023841858,28.100000381469727,23.25,10.366666793823242
20MMRAW3312,16.829166412353516,23.25,9,1729,345,11,88.71161651611328,966,44,966,67,12.558333396911621,44.69157791137695,588.9376220703125,29.200000762939453,1.100000023841858,28.100000381469727,23.25,10.366666793823242
20MMRSR3313,16.829166412353516,23.25,9,1729,345,11,88.71161651611328,966,44,966,67,12.558333396911621,44.69157791137695,588.9376220703125,29.200000762939453,1.100000023841858,28.100000381469727,23.25,10.366666793823242
20MMRSR3314,16.829166412353516,23.25,9,1729,345,11,88.71161651611328,966,44,966,67,12.558333396911621,44.69157791137695,588.9376220703125,29.200000762939453,1.100000023841858,28.100000381469727,23.25,10.366666793823242
20MMRSR3315,16.829166412353516,23.25,9,1729,345,11,88.71161651611328,966,44,966,67,12.558333396911621,44.69157791137695,588.9376220703125,29.200000762939453,1.100000023841858,28.100000381469727,23.25,10.366666793823242
20MYDKW3260,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3261,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3262,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3263,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3265,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3267,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3268,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3269,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3271,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3272,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3274,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3275,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDKW3276,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDSDH3266,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDSDH3270,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDSDH3277,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDYW3258,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYDYW3259,16.34583282470703,22.649999618530273,8.533333778381348,1670,327,10,88.3267822265625,929,41,929,62,12.391667366027832,44.25595474243164,584.6151123046875,28.5,0.5,28,22.649999618530273,9.949999809265137
20MYRAW3255,17.495832443237305,23.683334350585938,9.65000057220459,1780,353,11,88.08671569824219,988,44,988,69,11.908332824707031,42.99037551879883,579.111572265625,29.299999237060547,1.600000023841858,27.69999885559082,23.683334350585938,11.100000381469727
20MYRAW3257,17.495832443237305,23.683334350585938,9.65000057220459,1780,353,11,88.08671569824219,988,44,988,69,11.908332824707031,42.99037551879883,579.111572265625,29.299999237060547,1.600000023841858,27.69999885559082,23.683334350585938,11.100000381469727
20YZCYBGSDH3408,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZCYBGSDH3409,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
20YZDGAW3381,9.670833587646484,15.933333396911621,2.616666793823242,1042,196,13,69.95745086669922,513,52,513,77,10.041666984558105,40.81978225708008,550.5594482421875,20.399999618530273,-4.199999809265137,24.599998474121094,15.933333396911621,3.950000047683716
21MZLZQBMYW3512,0.16666655242443085,18.616666793823242,-19.899999618530273,294,90,2,119.4221420288086,211,7,211,7,12.533332824707031,23.296157836914062,1559.0911865234375,25.700000762939453,-28.100000381469727,53.80000305175781,18.616666793823242,-16.433334350585938
21MZLZQBMYW3513,0.16666655242443085,18.616666793823242,-19.899999618530273,294,90,2,119.4221420288086,211,7,211,7,12.533332824707031,23.296157836914062,1559.0911865234375,25.700000762939453,-28.100000381469727,53.80000305175781,18.616666793823242,-16.433334350585938
20YZDGAW3382,9.670833587646484,15.933333396911621,2.616666793823242,1042,196,13,69.95745086669922,513,52,513,77,10.041666984558105,40.81978225708008,550.5594482421875,20.399999618530273,-4.199999809265137,24.599998474121094,15.933333396911621,3.950000047683716
20YZDGAW3383,9.670833587646484,15.933333396911621,2.616666793823242,1042,196,13,69.95745086669922,513,52,513,77,10.041666984558105,40.81978225708008,550.5594482421875,20.399999618530273,-4.199999809265137,24.599998474121094,15.933333396911621,3.950000047683716
20YZLK1KW3319,17.83333396911621,22.549999237060547,11.550000190734863,1113,196,17,71.9378433227539,565,70,565,70,10.899999618530273,46.58119583129883,455.98211669921875,27.100000381469727,3.700000047683716,23.399999618530273,22.549999237060547,11.550000190734863
20YZLK1KW3320,17.83333396911621,22.549999237060547,11.550000190734863,1113,196,17,71.9378433227539,565,70,565,70,10.899999618530273,46.58119583129883,455.98211669921875,27.100000381469727,3.700000047683716,23.399999618530273,22.549999237060547,11.550000190734863
20YZLK1KW3321,17.83333396911621,22.549999237060547,11.550000190734863,1113,196,17,71.9378433227539,565,70,565,70,10.899999618530273,46.58119583129883,455.98211669921875,27.100000381469727,3.700000047683716,23.399999618530273,22.549999237060547,11.550000190734863
20YZLK2AW3322,17.799999237060547,22.549999237060547,11.5,1110,195,17,71.90692138671875,563,70,563,70,10.899999618530273,46.38297653198242,457.56768798828125,27.100000381469727,3.5999999046325684,23.5,22.549999237060547,11.5
20YZLK2AW3323,17.799999237060547,22.549999237060547,11.5,1110,195,17,71.90692138671875,563,70,563,70,10.899999618530273,46.38297653198242,457.56768798828125,27.100000381469727,3.5999999046325684,23.5,22.549999237060547,11.5
20YZLK2AW3324,17.799999237060547,22.549999237060547,11.5,1110,195,17,71.90692138671875,563,70,563,70,10.899999618530273,46.38297653198242,457.56768798828125,27.100000381469727,3.5999999046325684,23.5,22.549999237060547,11.5
20YZLK2AW3325,17.799999237060547,22.549999237060547,11.5,1110,195,17,71.90692138671875,563,70,563,70,10.899999618530273,46.38297653198242,457.56768798828125,27.100000381469727,3.5999999046325684,23.5,22.549999237060547,11.5
20YZLK2AW3326,17.799999237060547,22.549999237060547,11.5,1110,195,17,71.90692138671875,563,70,563,70,10.899999618530273,46.38297653198242,457.56768798828125,27.100000381469727,3.5999999046325684,23.5,22.549999237060547,11.5
20YZLK2AW3328,17.799999237060547,22.549999237060547,11.5,1110,195,17,71.90692138671875,563,70,563,70,10.899999618530273,46.38297653198242,457.56768798828125,27.100000381469727,3.5999999046325684,23.5,22.549999237060547,11.5
20YZLK3YW3329,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK3YW3330,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK3YW3331,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK3YW3332,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4AW3345,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4KW3333,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4KW3334,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4KW3335,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4KW3336,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4KW3337,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK4KW3338,19.424999237060547,24.099998474121094,13.100000381469727,1625,313,18,78.451080322265625,879,79,879,96,10.399999618530273,45.41484832763672,457.2919006347656,28.399999618530273,5.5,22.899999618530273,24.099998474121094,13.949999809265137
20YZLK5SR3346,17.858333587646484,22.883333206176758,11.416666984558105,1617,282,18,70.12989807128906,815,79,815,118,10.300000190734863,44.97816467285156,474.5707702636719,26.899999618530273,4,22.899999618530273,22.883333206176758,12.350000381469727
20YZLK7AW3363,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3354,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3355,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZLK7KW3356,14.391666412353516,20.233333587646484,7.483333587646484,1549,301,15,77.91534423828125,825,62,825,101,9.800000190734863,40.83333206176758,527.03216552734375,24.700000762939453,0.699999988079071,24,20.233333587646484,8.699999809265137
20YZBMKW3447,9.466666221618652,16.58333396911621,1.5166666507720947,862,171,5,89.95127868652344,479,20,479,23,11.100000381469727,40.21739196777344,612.5035400390625,22.200000762939453,-5.400000095367432,27.600000381469727,16.58333396911621,2.7666666507720947
20YZCYBGKW3402,11.445833206176758,17.399999618530273,4.4666666984558105,1565,325,10,89.60380554199219,900,41,900,60,10.591667175292969,42.88124465942383,535.77667236328125,22.399999618530273,-2.299999952316284,24.69999885559082,17.399999618530273,5.816666603088379
