"lib_id","SampleDate","Latitude","Longitude","Dynamic_world_LULC","copernicus_land_cover","LST_Day_1km_mean","NDVI_mean","EVI_mean","CH4_column_volume_mixing_ratio_dry_air_mean","total_precipitation_mean","population_countKm2_2020","Elevation_m","Soil_pH","Gridded_Mammal_Richness_2015","conv_rangeland2017AD.asc","cropland2017AD.asc","grazing2017AD.asc","ir_norice2017AD.asc","ir_rice2017AD.asc","pasture2017AD.asc","rangeland2017AD.asc","rf_norice2017AD.asc","rf_rice2017AD.asc","tot_irri2017AD.asc","tot_rainfed2017AD.asc","tot_rice2017AD.asc","popc_2017AD.asc","popd_2017AD.asc","rurc_2017AD.asc","uopp_2017AD.asc","urbc_2017AD.asc"
"20GDKW0748",202004,23.744722199999998,114.679167,"Built",NA,301.8654545454545,2467,1106,NA,0.002753090162968874,538.81005859375,41,5.9,64,0,25.748796463012695,14.146186828613281,0,0,14.146186828613281,0,25.748796463012695,0,0,25.748796463012695,0,205184.9375,2609.9375,0,19.48200798034668,205184.9375
"20GDKW0749",202004,23.744722199999998,114.679167,"Built",NA,301.8654545454545,2467,1106,NA,0.002753090162968874,538.81005859375,41,5.9,64,0,25.748796463012695,14.146186828613281,0,0,14.146186828613281,0,25.748796463012695,0,0,25.748796463012695,0,205184.9375,2609.9375,0,19.48200798034668,205184.9375
"20GDSDH0757",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDSDH0758",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDSDH0759",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDAW0771",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDAW0772",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDAW0773",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDAW0774",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDAW0777",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDAW0780",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDSDH0783",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDAW0779",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDAW0778",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDKW0747",202004,23.744722199999998,114.679167,"Built",NA,301.8654545454545,2467,1106,NA,0.002753090162968874,538.81005859375,41,5.9,64,0,25.748796463012695,14.146186828613281,0,0,14.146186828613281,0,25.748796463012695,0,0,25.748796463012695,0,205184.9375,2609.9375,0,19.48200798034668,205184.9375
"20GDSDH0756",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDSDH0760",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDAW0775",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"20GDAW0776",202004,23.8588889,115.268333,"Crops",NA,299.47,6798,3703,NA,0.002800408800339937,77.42671203613281,243,5.6000000000000005,63,0,5.904791831970215,3.24099063873291,0,0,3.24099063873291,0,5.904791831970215,0,0,5.904791831970215,0,841.924072265625,10.72296142578125,841.924072265625,0,0
"21SCSDH2710",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSR2712",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSR2714",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSR2715",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSR2716",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSR2717",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSR2718",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSR2719",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSR2720",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSR2721",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSR2722",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2724",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2725",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2726",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2727",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2728",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2729",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2730",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2731",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2732",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2733",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2734",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCAW2735",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2688",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2689",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2690",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2691",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2692",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2693",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2694",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2695",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2696",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2697",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2698",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCKW2699",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
"21SCSDH2700",202105,31.6055556,104.823333,"Crops",NA,303.3233333333333,5225.5,3469,NA,0.0017024863630581422,172.69149780273438,558,6.4,73,0,25.961450576782227,13.618575096130371,25.961450576782227,0,13.618575096130371,0,0,0,25.961450576782227,0,0,21632.658203125,295.8822021484375,21632.658203125,0,0
